群組ID,群組名稱,階段名稱,群組圖標,階數,解鎖轉生/等級,超神ID,range,施放距離（米）,施放距離每級增加（米）,作用距離（米；用途見說明）,作用距離每級增加（米）,每段或每跳間隔（秒）,間隔每級增減（秒）,矩形長度（米）,矩形長度每級增加（米）,矩形寬度（米）,矩形寬度每級增加（米）,扇形角度（度）,角度每級增減（度）,傷害類型,傷害屬性,冷卻時間,施法消耗,施放特效,攻擊特效,飛行子彈,受擊特效,地板特效,持續場域特效,效果參數(JSON),升級金幣基數,升級金幣倍率,效果說明模板,作用方式與距離用途（唯讀說明）
frostnova,冰霜新星,冰霜衝擊,🧊,2,0|600,,,13,0.6,13,0.6,,,,,,,,,magic,ice,15,40,,,,,,,"{""pct"":50,""pctPer"":5}",200000,1.5,冰霜新星的範圍擴展至 {m} 米，且寒冰傷害額外 +{pct}%,冰霜新星的範圍擴展至 {m} 米，且寒冰傷害額外 +{pct}%
frostnova,冰霜新星,寒冰體,🧊,3,0|650,,,,,,,,,,,,,,,magic,ice,15,40,,,,hit-ice,,,"{""stacks"":1}",400000,1.5,施放冰霜新星後的 6 秒內，攻擊你的敵人有 25% 機率被附加 {stacks} 層寒霜狀態,施放冰霜新星後的 6 秒內，攻擊你的敵人有 25% 機率被附加 {stacks} 層寒霜狀態
frostnova,冰霜新星,極致寒霜,🧊,4,0|700,,,,,,,,,,,,,,,magic,ice,15,40,,burst-frost-freeze,,hit-ice,,,"{""dmgPct"":40,""dmgPctPer"":4,""durPct"":40,""durPctPer"":4}",800000,1.5,所有來源的寒霜狀態傷害提高 {dmgPct}%，且持續時間增加 {durPct}%,所有來源的寒霜狀態傷害提高 {dmgPct}%，且持續時間增加 {durPct}%
frostnova,冰霜新星,三重新星,🧊,5,0|750,,,,,3,,,,,,,,,,magic,ice,15,40,,,,,,,"{""add"":1,""addPer"":0.1}",1500000,1.5,冰霜新星的施放次數額外 +{add} 次，且每次釋放的範圍再 +{m} 米（不足 1 次的部分以機率觸發）,冰霜新星的施放次數額外 +{add} 次，且每次釋放的範圍再 +{m} 米（不足 1 次的部分以機率觸發）
frostnova,冰霜新星,死亡新星,🧊,6,0|800,,,,,,,,,,,,,,,magic,ice,15,40,,,,,,,"{""chance"":35,""chancePer"":6.5}",3000000,1.5,帶寒霜狀態的敵人死亡時有 {chance}% 機率再釋放 1 次冰霜新星,帶寒霜狀態的敵人死亡時有 {chance}% 機率再釋放 1 次冰霜新星
frostnova,冰霜新星,暴風雪,🧊,7,0|850,,,,,,,0.4,,,,,,,,magic,ice,15,40,,,,,ground-blizzard,,"{""pct"":100,""pctPer"":10,""sec"":8,""side"":24}",5000000,1.5,額外召喚 1 道暴風雪籠罩天空，對 {side}×{side} 米範圍內的敵人每 {gap} 秒造成 {pct}% 寒冰傷害，暴風雪跟隨我方移動，持續 {sec} 秒,額外召喚 1 道暴風雪籠罩天空，對 {side}×{side} 米範圍內的敵人每 {gap} 秒造成 {pct}% 寒冰傷害，暴風雪跟隨我方移動，持續 {sec} 秒
frostnova,,無限新星,,8,,infiniteNova,,,,,,1,,,,,,,,,,,300,,,,,,,"{""pct"":50,""pctPer"":5}",10000000,1.5,每隔 {gap} 秒自動施放 1 次冰霜新星（不扣法力、不進冷卻），且冰霜新星傷害額外 +{pct}%,每隔 {gap} 秒自動施放 1 次冰霜新星（不扣法力、不進冷卻），且冰霜新星傷害額外 +{pct}%
frostnova,,極致之冰,,9,,crystalResonance,,,,8,,0.4,,,,,,,,,,,300,,,proj-ice-shard,hit-ice,,,"{""pct"":200,""pctPer"":20}",10000000,1.5,凍結中的敵人形成冰晶共鳴：每 {gap} 秒對相距 {m} 米內的其他凍結敵人造成 {pct}% 寒冰傷害,凍結中的敵人形成冰晶共鳴：每 {gap} 秒對相距 {m} 米內的其他凍結敵人造成 {pct}% 寒冰傷害
frostnova,,冰皇領域,,10,,iceKingDomain,,,,8,,1,,,,,,,,,,,300,,,,,ground-tornado-water,,"{""scale"":50,""min"":2,""max"":8,""hits"":4,""pct"":200,""pctPer"":20}",10000000,1.5,暴風雪的範圍擴大 {scale}%，且每 {gap} 秒在範圍內隨機 {min}～{max} 個目標的地面昇起冰錐，每根冰錐對周圍 {m} 米內的敵人造成連續 {hits} 段 {pct}% 寒冰傷害,暴風雪的範圍擴大 {scale}%，且每 {gap} 秒在範圍內隨機 {min}～{max} 個目標的地面昇起冰錐，每根冰錐對周圍 {m} 米內的敵人造成連續 {hits} 段 {pct}% 寒冰傷害
windblade,風刃,風刃,🍃,1,0|600,,4*8,30,,80,,,,,,,,,,magic,wind,15,40,cast-magic,,proj-wind-crescent,hit-wind,,,"{""pct"":200,""pctPer"":20,""speed"":18}",100000,1.5,朝前方射出一道弧形風刃（射程 {castM} 米、飛行速度 {speed} 米/秒），貫穿飛行路徑 {m} 米上的所有敵人，各造成 {pct}% 風系傷害,朝前方射出一道弧形風刃（射程 {castM} 米、飛行速度 {speed} 米/秒），貫穿飛行路徑 {m} 米上的所有敵人，各造成 {pct}% 風系傷害
windblade,風刃,巨型風刃,🍃,2,0|650,,4*8,,,,,,,,,,,,,magic,wind,15,40,,,,,,,"{""size"":30,""sizePer"":3}",200000,1.5,風刃的體積 +{size}%（判定範圍與特效同步放大）,風刃的體積 +{size}%（判定範圍與特效同步放大）
windblade,風刃,雙重風刃,🍃,3,0|700,,4*8,,,,,,,,,,,,,magic,wind,15,40,,,,,,,"{""pct"":30,""pctPer"":30}",400000,1.5,同時向前方與後方各射出一道風刃，且風刃傷害額外 +{pct}%（與第 1 階累加）,同時向前方與後方各射出一道風刃，且風刃傷害額外 +{pct}%（與第 1 階累加）
windblade,風刃,亂披風,🍃,4,0|750,,4*8,,,,,,,,,,,30,,magic,wind,15,40,,,proj-wind-crescent,hit-wind,,,"{""pct"":30,""pctPer"":3,""lenM"":3,""widthM"":6}",800000,1.5,風刃射出時同時朝其一側 {deg} 度發射 1 道小型風刃（體積 {lenM}×{widthM} 米、同樣貫穿全場），造成原風刃 {pct}% 的傷害,風刃射出時同時朝其一側 {deg} 度發射 1 道小型風刃（體積 {lenM}×{widthM} 米、同樣貫穿全場），造成原風刃 {pct}% 的傷害
windblade,風刃,追跡風刃,🍃,5,0|800,,4*8,,,,,0.1,,,,,,,,magic,wind,15,40,,,,hit-wind,ground-homing-wind-crescent,,"{""sec"":4,""secPer"":0.3,""chaseM"":30}",1500000,1.5,小型風刃不再向前射出，改為在 {chaseM} 米內隨機追擊敵人 {sec} 秒，對路徑上的所有敵人造成傷害（碰到才算一次命中）,小型風刃不再向前射出，改為在 {chaseM} 米內隨機追擊敵人 {sec} 秒，對路徑上的所有敵人造成傷害（碰到才算一次命中）
windblade,風刃,狂風碎裂,🍃,6,0|850,,4*8,,,6,,0.6,-0.03,,,,,,,magic,wind,15,40,,burst-wind,,hit-wind,,,"{""move"":60,""pct"":50}",3000000,1.5,風刃命中的敵人移動速度 -{move}%；風刃並在飛行途中每 {gap} 秒對半徑 {m} 米內的敵人造成風刃 {pct}% 的傷害（不含小型風刃）,風刃命中的敵人移動速度 -{move}%；風刃並在飛行途中每 {gap} 秒對半徑 {m} 米內的敵人造成風刃 {pct}% 的傷害（不含小型風刃）
windblade,風刃,暴風真空刃,🍃,7,0|900,,4*8,,,,,0.2,,,,,,,,magic,wind,15,40,,,,,,,"{""pct"":40,""pctPer"":40,""count"":2,""directions"":4}",5000000,1.5,改為朝前後左右 {directions} 個方向各連續射出 {count} 道風刃（每道間隔 {gap} 秒，小型風刃同步發射），且風刃傷害額外 +{pct}%,改為朝前後左右 {directions} 個方向各連續射出 {count} 道風刃（每道間隔 {gap} 秒，小型風刃同步發射），且風刃傷害額外 +{pct}%
windblade,,暴風萬刃,,8,,stormMyriad,,,,,,,,,,,,,,,,,300,,,,hit-wind,ground-homing-wind-crescent,,"{""pct"":50,""pctPer"":5,""add"":1,""chaseM"":60,""sec"":4}",10000000,1.5,大型風刃改為在 {chaseM} 米內持續追擊敵人 {sec} 秒，【暴風真空刃】每個方向再多射出 {add} 道風刃，且風刃傷害額外 +{pct}%,大型風刃改為在 {chaseM} 米內持續追擊敵人 {sec} 秒，【暴風真空刃】每個方向再多射出 {add} 道風刃，且風刃傷害額外 +{pct}%
windblade,,嵐之山,,9,,stormMountain,,,,,,,,,,,,,,,,,300,,,proj-wind-crescent,hit-wind,,,"{""pct"":100,""pctPer"":10,""directions"":4,""scale"":100}",10000000,1.5,【暴風真空刃】改為把該次所有大型與小型風刃融合，朝 {directions} 個方向各射出 1 道體積 +{scale}% 的巨型風刃，每道傷害為所融合風刃總和的 {pct}%,【暴風真空刃】改為把該次所有大型與小型風刃融合，朝 {directions} 個方向各射出 1 道體積 +{scale}% 的巨型風刃，每道傷害為所融合風刃總和的 {pct}%
windblade,,天穹崩裂,,10,,skyCollapse,,,,,,,,,,,,,,,,,300,,,,,,,"{""chance"":20,""pct"":50,""pctPer"":5}",10000000,1.5,風刃改為被動技能：受到攻擊時有 {chance}% 機率朝攻擊者射出一道風刃，且其傷害額外 +{pct}%,風刃改為被動技能：受到攻擊時有 {chance}% 機率朝攻擊者射出一道風刃，且其傷害額外 +{pct}%
vacuumslash,真空斬,真空斬,🌀,1,0|650,,,6,,6,,,,,,,,,,magic,wind,15,40,cast-magic,slash-wind-crescent,,hit-wind,,,"{""pct"":250,""pctPer"":25,""count"":3}",100000,1.5,朝前方 {m} 米範圍內的 {count} 名敵人揮出一道真空斬擊，造成 {pct}% 風系傷害,朝前方 {m} 米範圍內的 {count} 名敵人揮出一道真空斬擊，造成 {pct}% 風系傷害
vacuumslash,真空斬,真空爆震,🌀,2,0|700,,,,,,,,,,,,,,,magic,wind,15,40,,,,,,,"{""hits"":1,""hitsPer"":0.1}",200000,1.5,真空斬會爆發出震波，額外造成 {hits} 次傷害（不足 1 次的部分以機率觸發）,真空斬會爆發出震波，額外造成 {hits} 次傷害（不足 1 次的部分以機率觸發）
vacuumslash,真空斬,風切,🌀,3,0|750,,,,,,,0.5,,,,,,,,magic,wind,15,40,,,,,,,"{""cutPct"":50,""cutPctPer"":5,""move"":80,""hit"":50,""sec"":4}",400000,1.5,被真空斬擊中的敵人附加風切狀態：移動速度 -{move}%、命中率 -{hit}%，且每 {gap} 秒受到真空斬傷害 {cutPct}% 的風系傷害，持續 {sec} 秒,被真空斬擊中的敵人附加風切狀態：移動速度 -{move}%、命中率 -{hit}%，且每 {gap} 秒受到真空斬傷害 {cutPct}% 的風系傷害，持續 {sec} 秒
vacuumslash,真空斬,真空迴旋,🌀,4,0|800,,,,,6,,,,,,,,,,magic,wind,15,40,,slash-wind-spin,,hit-wind,,,"{""pct"":30,""pctPer"":3}",800000,1.5,真空斬改為對自身周圍 {m} 米內的所有敵人造成傷害，且造成的傷害額外 +{pct}%,真空斬改為對自身周圍 {m} 米內的所有敵人造成傷害，且造成的傷害額外 +{pct}%
vacuumslash,真空斬,真空三重奏,🌀,5,0|850,,,,,6,,,,,,,,,,magic,wind,15,40,,,,,,,"{""add"":2,""addPer"":0.2}",1500000,1.5,迴旋斬額外連續施展 {add} 次，每次的範圍再擴大 {m} 米（不足 1 次的部分以機率觸發）,迴旋斬額外連續施展 {add} 次，每次的範圍再擴大 {m} 米（不足 1 次的部分以機率觸發）
vacuumslash,真空斬,無限風切,🌀,6,0|900,,,,,,,,,,,,,,,magic,wind,15,40,,,,,,,"{""stacks"":3,""pct"":50,""pctPer"":5}",3000000,1.5,風切狀態可堆疊至 {stacks} 層，每多 1 層使風切每跳額外造成 {pct}% 的風系傷害,風切狀態可堆疊至 {stacks} 層，每多 1 層使風切每跳額外造成 {pct}% 的風系傷害
vacuumslash,真空斬,虛空斬,🌀,7,0|950,,,,,6,,,,,,,,,,magic,wind,15,40,,burst-wind,orb-void-disc,hit-wind,ground-orbit-ring-wind,,"{""pct"":400,""pctPer"":40,""count"":4,""sec"":6,""growM"":4,""bodyM"":6,""rps"":1}",5000000,1.5,額外斬出 {count} 道虛空斬擊：以自身為中心從半徑 {m} 米起每秒擴大 {growM} 米、{count} 道皆順時針繞行 {rps} 圈，對碰到的敵人造成 {pct}% 風系傷害，持續 {sec} 秒,額外斬出 {count} 道虛空斬擊：以自身為中心從半徑 {m} 米起每秒擴大 {growM} 米、{count} 道皆順時針繞行 {rps} 圈，對碰到的敵人造成 {pct}% 風系傷害，持續 {sec} 秒
vacuumslash,,萬象風劫,,8,,vacuumOmen,,,,,,0.25,,,,,,,,,,,300,,,,hit-wind,ground-homing-wind-crescent,,"{""chance"":15,""chancePer"":1.5,""pct"":100,""sec"":3,""grow"":2}",10000000,1.5,真空斬命中時有 {chance}% 機率在該處留下一道靜止的真空斬：持續 {sec} 秒、半徑隨時間擴大為 {grow} 倍，對碰到的敵人造成 {pct}% 風系傷害,真空斬命中時有 {chance}% 機率在該處留下一道靜止的真空斬：持續 {sec} 秒、半徑隨時間擴大為 {grow} 倍，對碰到的敵人造成 {pct}% 風系傷害
vacuumslash,,虛空滅界,,9,,voidAnnihilation,,,,,,2,,,,,,,,,,,300,,,,,,,"{""pct"":100,""pctPer"":10}",10000000,1.5,每 {gap} 秒自動斬出 1 道【虛空斬】，且虛空斬傷害額外 +{pct}%,每 {gap} 秒自動斬出 1 道【虛空斬】，且虛空斬傷害額外 +{pct}%
vacuumslash,,時空崩解,,10,,spacetimeCollapse,,,,12,,,,,,,,,,,,,300,,,,,,,"{""pct"":50,""pctPer"":5}",10000000,1.5,【虛空斬】不再向外擴展，改為全部固定在你周圍 {m} 米環繞，且持續時間額外 +{pct}%,【虛空斬】不再向外擴展，改為全部固定在你周圍 {m} 米環繞，且持續時間額外 +{pct}%
stormbarrier,暴風屏障,暴風屏障,🌪️,1,0|700,,,30,,,,0.5,,,,,,,,magic,wind,15,40,,,,,ground-storm-barrier,,"{""shield"":1,""shieldPer"":1,""red"":10,""redPer"":1,""sec"":8}",100000,1.5,對自身施加暴風屏障：每 {gap} 秒獲得最大生命 {shield}% 的護盾，且傷害減免 +{red}%（乘算，只與風系類型的減免相加總），持續 {sec} 秒,對自身施加暴風屏障：每 {gap} 秒獲得最大生命 {shield}% 的護盾，且傷害減免 +{red}%（乘算，只與風系類型的減免相加總），持續 {sec} 秒
stormbarrier,暴風屏障,暴風撕裂,🌪️,2,0|750,,,,,8,,,,,,,,,,magic,wind,15,40,,,,hit-wind,ground-storm-rip,,"{""pct"":50,""pctPer"":5}",200000,1.5,暴風屏障每次作用時，對自身半徑 {m} 米內的敵人造成 {pct}% 風系傷害,暴風屏障每次作用時，對自身半徑 {m} 米內的敵人造成 {pct}% 風系傷害
stormbarrier,暴風屏障,亂風切,🌪️,3,0|800,,,,,,,,,,,,,,,magic,wind,15,40,,,,hit-wind,,,"{""count"":1,""countPer"":0.1}",400000,1.5,暴風屏障每次作用時，對周圍的 {count} 個敵人附加風切狀態（不足 1 個的部分以機率觸發）,暴風屏障每次作用時，對周圍的 {count} 個敵人附加風切狀態（不足 1 個的部分以機率觸發）
stormbarrier,暴風屏障,暴風之刃,🌪️,4,0|850,,,,,,,,,,,,,,,magic,wind,15,40,,,proj-wind-crescent,hit-wind,,,"{""chance"":15,""chancePer"":1.5}",800000,1.5,暴風屏障作用中受到傷害時，有 {chance}% 機率射出 1 道貫穿風刃（【風刃】第 1 階的效果，不含其後續進化）,暴風屏障作用中受到傷害時，有 {chance}% 機率射出 1 道貫穿風刃（【風刃】第 1 階的效果，不含其後續進化）
stormbarrier,暴風屏障,風切擴散,🌪️,5,0|900,,,,,10,,,,,,,,,,magic,wind,15,40,,,proj-wind-crescent,hit-wind,,,"{""count"":1,""countPer"":0.1}",1500000,1.5,風切狀態結束後擴散至 {m} 米內的 {count} 個敵人（不足 1 個的部分以機率觸發）,風切狀態結束後擴散至 {m} 米內的 {count} 個敵人（不足 1 個的部分以機率觸發）
stormbarrier,暴風屏障,颶風屏障,🌪️,6,0|950,,,,,,,,,,,,,,,magic,wind,15,40,,,,,,,"{""shield"":2,""shieldPer"":0.2}",3000000,1.5,暴風屏障每次作用時額外獲得最大生命 {shield}% 的護盾（與第 1 階相加）,暴風屏障每次作用時額外獲得最大生命 {shield}% 的護盾（與第 1 階相加）
stormbarrier,暴風屏障,暴風神體,🌪️,7,0|1000,,,,,,,,,,,,,,,magic,wind,15,40,,,,,ground-storm-god,,"{""red"":99,""sec"":2,""secPer"":0.2,""pct"":100,""pctPer"":10}",5000000,1.5,施放暴風屏障時同時召喚風暴之神附體：{sec} 秒內傷害減免 +{red}%，且自身的風系傷害額外 ×(1+{pct}%),施放暴風屏障時同時召喚風暴之神附體：{sec} 秒內傷害減免 +{red}%，且自身的風系傷害額外 ×(1+{pct}%)
stormbarrier,,瓦爾格之力,,8,,valgrForce,,,,,,,,,,,,,,,,,300,,,,,,,"{""sec"":50,""secPer"":5,""red"":0.1,""redPer"":0.1,""pct"":50,""pctPer"":5}",10000000,1.5,召喚風之神祇降臨：【暴風神體】的持續時間 +{sec}%、傷害減免再 +{red}%，且自身風系傷害額外 +{pct}%,召喚風之神祇降臨：【暴風神體】的持續時間 +{sec}%、傷害減免再 +{red}%，且自身風系傷害額外 +{pct}%
stormbarrier,,天穹崩裂,,9,,skyfallStars,,,,8,,2,,,,,,,,,,,300,,burst-fire-shockwave,proj-meteor,hit-fire-explosion,mark-red,,"{""min"":1,""max"":3,""maxPer"":0.3,""pct"":400,""pctPer"":40}",10000000,1.5,每 {gap} 秒從天上落下 {min}～{max} 個召喚星體（巨大風刃／雷殞石／火殞石隨機，不足 1 個的部分以機率觸發），每個對落點 {m} 米內的敵人造成 {pct}% 傷害,每 {gap} 秒從天上落下 {min}～{max} 個召喚星體（巨大風刃／雷殞石／火殞石隨機，不足 1 個的部分以機率觸發），每個對落點 {m} 米內的敵人造成 {pct}% 傷害
stormbarrier,,森羅萬象,,10,,myriadPhenomena,,,,,,,,,,,,,,,,,300,,burst-wind,orb-void-disc,hit-wind,ground-orbit-ring-wind,,"{""pct"":50,""pctPer"":5}",10000000,1.5,施放暴風屏障時同時打出【暴風真空刃】與【虛空斬】，且這兩者的傷害額外 +{pct}%,施放暴風屏障時同時打出【暴風真空刃】與【虛空斬】，且這兩者的傷害額外 +{pct}%
