========================================================================
 Idle-RPG 100% 官方正版實機 AI 玩家 500 小時真實遊玩細節日誌 (.TXT Dump)
 生成時間: 2026/7/29 下午11:11:31
 時間加速倍率: 239,680x
 最終角色等級: Lv.11 (轉生 0)
 最終最高關卡: Stage 4
 最終面板 DPS: 0
========================================================================

[第1天 00:00:01] 🎮 [COMBAT] AI 玩家進入無限征途世界 -- 創建全新角色 Lv.1，穿著初始基礎裝備進入 Stage 1 關卡。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 00:00:05] ⚔️ [COMBAT] 揮刀發動第一波普通打怪戰鬥 -- 對 Stage 1 野外小怪進行持續打怪與經驗/金幣積攢。 | 【頂欄資源: 💰金幣:50, 🧩裝備碎片:0, ✨魔塵:0, ✡️太古精華:0, 🌱魔神之種:0, 📜附魔書:0】
[第1天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.5 | 目前面板 DPS: 1,000 | 金幣總額: 589.43K | 【頂欄資源: 💰金幣:589.43K, 🧩裝備碎片:5,603, ✨魔塵:0, ✡️太古精華:3, 🌱魔神之種:0, 📜附魔書:0】
[第10天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 169.21M | 【頂欄資源: 💰金幣:169.21M, 🧩裝備碎片:1.28M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第10天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 169.90M | 【頂欄資源: 💰金幣:169.90M, 🧩裝備碎片:1.28M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第10天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 170.68M | 【頂欄資源: 💰金幣:170.68M, 🧩裝備碎片:1.29M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第10天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 171.53M | 【頂欄資源: 💰金幣:171.53M, 🧩裝備碎片:1.29M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第10天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 172.43M | 【頂欄資源: 💰金幣:172.43M, 🧩裝備碎片:1.30M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 172.94M | 【頂欄資源: 💰金幣:172.94M, 🧩裝備碎片:1.30M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 173.65M | 【頂欄資源: 💰金幣:173.65M, 🧩裝備碎片:1.31M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 174.45M | 【頂欄資源: 💰金幣:174.45M, 🧩裝備碎片:1.31M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 175.34M | 【頂欄資源: 💰金幣:175.34M, 🧩裝備碎片:1.32M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 176.11M | 【頂欄資源: 💰金幣:176.11M, 🧩裝備碎片:1.33M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 176.69M | 【頂欄資源: 💰金幣:176.69M, 🧩裝備碎片:1.33M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 177.39M | 【頂欄資源: 💰金幣:177.39M, 🧩裝備碎片:1.34M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 178.18M | 【頂欄資源: 💰金幣:178.18M, 🧩裝備碎片:1.34M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 179.02M | 【頂欄資源: 💰金幣:179.02M, 🧩裝備碎片:1.35M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 179.91M | 【頂欄資源: 💰金幣:179.91M, 🧩裝備碎片:1.35M, ✨魔塵:0, ✡️太古精華:75, 🌱魔神之種:0, 📜附魔書:10】
[第11天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 180.65M | 【頂欄資源: 💰金幣:180.65M, 🧩裝備碎片:1.36M, ✨魔塵:0, ✡️太古精華:76, 🌱魔神之種:0, 📜附魔書:12】
[第11天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 181.14M | 【頂欄資源: 💰金幣:181.14M, 🧩裝備碎片:1.36M, ✨魔塵:0, ✡️太古精華:77, 🌱魔神之種:0, 📜附魔書:12】
[第11天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 181.78M | 【頂欄資源: 💰金幣:181.78M, 🧩裝備碎片:1.37M, ✨魔塵:0, ✡️太古精華:78, 🌱魔神之種:0, 📜附魔書:12】
[第11天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 182.59M | 【頂欄資源: 💰金幣:182.59M, 🧩裝備碎片:1.37M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 183.46M | 【頂欄資源: 💰金幣:183.46M, 🧩裝備碎片:1.38M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 184.47M | 【頂欄資源: 💰金幣:184.47M, 🧩裝備碎片:1.39M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 185.36M | 【頂欄資源: 💰金幣:185.36M, 🧩裝備碎片:1.39M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 185.88M | 【頂欄資源: 💰金幣:185.88M, 🧩裝備碎片:1.40M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 186.53M | 【頂欄資源: 💰金幣:186.53M, 🧩裝備碎片:1.40M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 187.28M | 【頂欄資源: 💰金幣:187.28M, 🧩裝備碎片:1.41M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 188.08M | 【頂欄資源: 💰金幣:188.08M, 🧩裝備碎片:1.41M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 188.87M | 【頂欄資源: 💰金幣:188.87M, 🧩裝備碎片:1.42M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 189.38M | 【頂欄資源: 💰金幣:189.38M, 🧩裝備碎片:1.42M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第11天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 190.13M | 【頂欄資源: 💰金幣:190.13M, 🧩裝備碎片:1.43M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:12】
[第12天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 191.02M | 【頂欄資源: 💰金幣:191.02M, 🧩裝備碎片:1.43M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:13】
[第12天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 191.99M | 【頂欄資源: 💰金幣:191.99M, 🧩裝備碎片:1.44M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:13】
[第12天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 193.04M | 【頂欄資源: 💰金幣:193.04M, 🧩裝備碎片:1.44M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:14】
[第12天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 194.14M | 【頂欄資源: 💰金幣:194.14M, 🧩裝備碎片:1.45M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:14】
[第12天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 2 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 195.13M | 【頂欄資源: 💰金幣:195.13M, 🧩裝備碎片:1.46M, ✨魔塵:0, ✡️太古精華:79, 🌱魔神之種:0, 📜附魔書:14】
[第12天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 195.71M | 【頂欄資源: 💰金幣:195.71M, 🧩裝備碎片:1.46M, ✨魔塵:0, ✡️太古精華:80, 🌱魔神之種:0, 📜附魔書:14】
[第12天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 196.40M | 【頂欄資源: 💰金幣:196.40M, 🧩裝備碎片:1.47M, ✨魔塵:0, ✡️太古精華:80, 🌱魔神之種:0, 📜附魔書:14】
[第12天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 197.20M | 【頂欄資源: 💰金幣:197.20M, 🧩裝備碎片:1.47M, ✨魔塵:0, ✡️太古精華:80, 🌱魔神之種:0, 📜附魔書:14】
[第12天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 198.10M | 【頂欄資源: 💰金幣:198.10M, 🧩裝備碎片:1.48M, ✨魔塵:0, ✡️太古精華:81, 🌱魔神之種:0, 📜附魔書:14】
[第12天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 199.10M | 【頂欄資源: 💰金幣:199.10M, 🧩裝備碎片:1.48M, ✨魔塵:0, ✡️太古精華:81, 🌱魔神之種:0, 📜附魔書:16】
[第12天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 199.86M | 【頂欄資源: 💰金幣:199.86M, 🧩裝備碎片:1.49M, ✨魔塵:0, ✡️太古精華:81, 🌱魔神之種:0, 📜附魔書:16】
[第12天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 200.40M | 【頂欄資源: 💰金幣:200.40M, 🧩裝備碎片:1.49M, ✨魔塵:0, ✡️太古精華:81, 🌱魔神之種:0, 📜附魔書:16】
[第12天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 201.04M | 【頂欄資源: 💰金幣:201.04M, 🧩裝備碎片:1.50M, ✨魔塵:0, ✡️太古精華:82, 🌱魔神之種:0, 📜附魔書:16】
[第12天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 201.77M | 【頂欄資源: 💰金幣:201.77M, 🧩裝備碎片:1.50M, ✨魔塵:0, ✡️太古精華:82, 🌱魔神之種:0, 📜附魔書:16】
[第12天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 202.60M | 【頂欄資源: 💰金幣:202.60M, 🧩裝備碎片:1.51M, ✨魔塵:0, ✡️太古精華:83, 🌱魔神之種:0, 📜附魔書:16】
[第12天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 203.50M | 【頂欄資源: 💰金幣:203.50M, 🧩裝備碎片:1.52M, ✨魔塵:0, ✡️太古精華:83, 🌱魔神之種:0, 📜附魔書:16】
[第12天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 204.48M | 【頂欄資源: 💰金幣:204.48M, 🧩裝備碎片:1.52M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 205.56M | 【頂欄資源: 💰金幣:205.56M, 🧩裝備碎片:1.53M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 13 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 206.75M | 【頂欄資源: 💰金幣:206.75M, 🧩裝備碎片:1.53M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 207.38M | 【頂欄資源: 💰金幣:207.38M, 🧩裝備碎片:1.54M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 208.13M | 【頂欄資源: 💰金幣:208.13M, 🧩裝備碎片:1.54M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 208.94M | 【頂欄資源: 💰金幣:208.94M, 🧩裝備碎片:1.55M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 209.85M | 【頂欄資源: 💰金幣:209.85M, 🧩裝備碎片:1.55M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第12天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 210.85M | 【頂欄資源: 💰金幣:210.85M, 🧩裝備碎片:1.56M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第13天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 211.93M | 【頂欄資源: 💰金幣:211.93M, 🧩裝備碎片:1.56M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第13天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 213.06M | 【頂欄資源: 💰金幣:213.06M, 🧩裝備碎片:1.57M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第13天 02:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 213.93M | 【頂欄資源: 💰金幣:213.93M, 🧩裝備碎片:1.58M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第13天 03:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 214.52M | 【頂欄資源: 💰金幣:214.52M, 🧩裝備碎片:1.58M, ✨魔塵:0, ✡️太古精華:84, 🌱魔神之種:0, 📜附魔書:17】
[第13天 04:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 215.21M | 【頂欄資源: 💰金幣:215.21M, 🧩裝備碎片:1.59M, ✨魔塵:0, ✡️太古精華:85, 🌱魔神之種:0, 📜附魔書:17】
[第13天 05:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 215.96M | 【頂欄資源: 💰金幣:215.96M, 🧩裝備碎片:1.59M, ✨魔塵:0, ✡️太古精華:85, 🌱魔神之種:0, 📜附魔書:17】
[第13天 06:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 216.76M | 【頂欄資源: 💰金幣:216.76M, 🧩裝備碎片:1.60M, ✨魔塵:0, ✡️太古精華:85, 🌱魔神之種:0, 📜附魔書:17】
[第13天 07:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 217.65M | 【頂欄資源: 💰金幣:217.65M, 🧩裝備碎片:1.60M, ✨魔塵:0, ✡️太古精華:86, 🌱魔神之種:0, 📜附魔書:18】
[第13天 08:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 218.60M | 【頂欄資源: 💰金幣:218.60M, 🧩裝備碎片:1.61M, ✨魔塵:0, ✡️太古精華:86, 🌱魔神之種:0, 📜附魔書:19】
[第13天 09:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 10 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 219.64M | 【頂欄資源: 💰金幣:219.64M, 🧩裝備碎片:1.61M, ✨魔塵:0, ✡️太古精華:86, 🌱魔神之種:0, 📜附魔書:19】
[第13天 10:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 220.74M | 【頂欄資源: 💰金幣:220.74M, 🧩裝備碎片:1.62M, ✨魔塵:0, ✡️太古精華:86, 🌱魔神之種:0, 📜附魔書:19】
[第13天 11:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 12 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 221.90M | 【頂欄資源: 💰金幣:221.90M, 🧩裝備碎片:1.62M, ✨魔塵:0, ✡️太古精華:86, 🌱魔神之種:0, 📜附魔書:19】
[第13天 12:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 222.48M | 【頂欄資源: 💰金幣:222.48M, 🧩裝備碎片:1.63M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 13:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 223.18M | 【頂欄資源: 💰金幣:223.18M, 🧩裝備碎片:1.63M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 14:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 223.95M | 【頂欄資源: 💰金幣:223.95M, 🧩裝備碎片:1.64M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 15:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 224.80M | 【頂欄資源: 💰金幣:224.80M, 🧩裝備碎片:1.65M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 16:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 8 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 225.72M | 【頂欄資源: 💰金幣:225.72M, 🧩裝備碎片:1.65M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 17:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 1 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 226.61M | 【頂欄資源: 💰金幣:226.61M, 🧩裝備碎片:1.66M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 18:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 3 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 227.10M | 【頂欄資源: 💰金幣:227.10M, 🧩裝備碎片:1.66M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 19:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 5 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 227.74M | 【頂欄資源: 💰金幣:227.74M, 🧩裝備碎片:1.67M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 20:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 6 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 228.48M | 【頂欄資源: 💰金幣:228.48M, 🧩裝備碎片:1.67M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 21:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 7 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 229.31M | 【頂欄資源: 💰金幣:229.31M, 🧩裝備碎片:1.68M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:19】
[第13天 22:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 230.24M | 【頂欄資源: 💰金幣:230.24M, 🧩裝備碎片:1.68M, ✨魔塵:0, ✡️太古精華:87, 🌱魔神之種:0, 📜附魔書:20】
[第13天 23:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 9 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 231.25M | 【頂欄資源: 💰金幣:231.25M, 🧩裝備碎片:1.69M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 00:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 11 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 232.32M | 【頂欄資源: 💰金幣:232.32M, 🧩裝備碎片:1.69M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
[第14天 01:00:00] ⚔️ [COMBAT] 實機戰鬥進行中 (Stage 4 關) -- 角色 Lv.10 | 目前面板 DPS: 1,000 | 金幣總額: 232.88M | 【頂欄資源: 💰金幣:232.88M, 🧩裝備碎片:1.70M, ✨魔塵:0, ✡️太古精華:88, 🌱魔神之種:0, 📜附魔書:20】
